---------- Uniform Rotations ----------
input: tanner
name   | rotation
lphfvc | [18,15,20,18,17,11]
xtqaeu | [4,19,3,13,26,3]
tjvukc | [26,9,8,7,6,11]
rufare | [24,20,18,13,13,13]
eagybx | [11,26,19,11,23,6]
abbhcg | [7,1,14,20,24,15]
pblarb | [22,1,24,13,13,10]
kccmxn | [17,2,15,25,19,22]
keysji | [17,4,11,5,5,17]
efmyls | [11,5,25,11,7,1]
itaopr | [15,19,13,1,11,26]
zcdood | [6,2,16,1,10,12]
lwgeew | [18,22,19,17,26,5]
jjfjuw | [16,9,18,22,16,5]
owkqip | [21,22,23,3,4,24]
pbkxjg | [22,1,23,10,5,15]
ldubsq | [18,3,7,14,14,25]
bnpumg | [8,13,2,7,8,15]
mxjzwl | [19,23,22,12,18,20]
dvyfjf | [10,21,11,18,5,14]
cwgiul | [9,22,19,21,16,20]
uufgjj | [1,20,18,19,5,18]
sjsaqn | [25,9,5,13,12,22]
rivlae | [24,8,8,24,22,13]
quryoa | [23,20,4,11,10,9]
vayoxl | [2,26,11,1,19,20]
zuihdi | [6,20,21,20,25,17]
csinbv | [9,18,21,26,23,4]
fgnbxn | [12,6,26,14,19,22]
gfqwvu | [13,5,3,9,17,3]
hgtppw | [14,6,6,2,11,5]
bxsepg | [8,23,5,17,11,15]
clrzkb | [9,11,4,12,6,10]
vquvju | [2,16,7,8,5,3]
flmbvx | [12,11,25,14,17,6]
xuoeqb | [4,20,1,17,12,10]
ptgnmi | [22,19,19,26,8,17]
ppqbon | [22,15,3,14,10,22]
vgjylt | [2,6,22,11,7,2]
naucuj | [20,26,7,15,16,18]
hohiqf | [14,14,20,21,12,14]
totgpo | [26,14,6,19,11,23]
wyghzw | [3,24,19,20,21,5]
gacpoi | [13,26,15,2,10,17]
penrxm | [22,4,26,4,19,21]
sopuzh | [25,14,2,7,21,16]
ppiibw | [22,15,21,21,23,5]
xslckj | [4,18,24,15,6,18]
bozcom | [8,14,12,15,10,21]
aegbxd | [7,4,19,14,19,12]
gnlssq | [13,13,24,5,14,25]
hniobj | [14,13,21,1,23,18]
kkfcgx | [17,10,18,15,2,6]
jarscl | [16,26,4,5,24,20]
kejxml | [17,4,22,10,8,20]
bsnveo | [8,18,26,8,26,23]
arhizh | [7,17,20,21,21,16]
rmdrxo | [24,12,16,4,19,23]
khveko | [17,7,8,17,6,23]
axyjlz | [7,23,11,22,7,8]
caifew | [9,26,21,18,26,5]
iecvfv | [15,4,15,8,1,4]
rrayhg | [24,17,13,11,3,15]
dkcptm | [10,10,15,2,15,21]
ilpabw | [15,11,2,13,23,5]
hfsgwe | [14,5,5,19,18,13]
aaglph | [7,26,19,24,11,16]
ajczgu | [7,9,15,12,2,3]
xshsjc | [4,18,20,5,5,11]
pafgde | [22,26,18,19,25,13]
bdljtg | [8,3,24,22,15,15]
vgjzet | [2,6,22,12,26,2]
matflw | [19,26,6,18,7,5]
zxwbld | [6,23,9,14,7,12]
ajzpkg | [7,9,12,2,6,15]
lulvnv | [18,20,24,8,9,4]
pubwxa | [22,20,14,9,19,9]
kphxia | [17,15,20,10,4,9]
dwooou | [10,22,1,1,10,3]
hpyicr | [14,15,11,21,24,26]
kbmkar | [17,1,25,23,22,26]
krfhzn | [17,17,18,20,21,22]
fxkfts | [12,23,23,18,15,1]
nvzmmd | [20,21,12,25,8,12]
beosjw | [8,4,1,5,5,5]
cbggud | [9,1,19,19,16,12]
ujelfn | [1,9,17,24,1,22]
dbwgnw | [10,1,9,19,9,5]
secfqz | [25,4,15,18,12,8]
rujmtw | [24,20,22,25,15,5]
kxvefq | [17,23,8,17,1,25]
tovtbn | [26,14,8,6,23,22]
vgfexw | [2,6,18,17,19,5]
pzkahv | [22,25,23,13,3,4]
vhmkay | [2,7,25,23,22,7]
izhedq | [15,25,20,17,25,25]
vaxqbc | [2,26,10,3,23,11]
eguaqc | [11,6,7,13,12,11]
zhsqja | [6,7,5,3,5,9]
hyffir | [14,24,18,18,4,26]
hcnnld | [14,2,26,26,7,12]
omflbc | [21,12,18,24,23,11]
lgjnof | [18,6,22,26,10,14]
bvtjtj | [8,21,6,22,15,18]
qvgbam | [23,21,19,14,22,21]
vykbmx | [2,24,23,14,8,6]
ptrutu | [22,19,4,7,15,3]
bjgvfe | [8,9,19,8,1,13]
mtvcxx | [19,19,8,15,19,6]
axnnou | [7,23,26,26,10,3]
gtahgr | [13,19,13,20,2,26]
dzfimn | [10,25,18,21,8,22]
gthcxd | [13,19,20,15,19,12]
azkcxr | [7,25,23,15,19,26]
aubzhs | [7,20,14,12,3,1]
qpekpe | [23,15,17,23,11,13]
psekyh | [22,18,17,23,20,16]
eohrvt | [11,14,20,4,17,2]
cbexxx | [9,1,17,10,19,6]
hwyeux | [14,22,11,17,16,6]
cvkphz | [9,21,23,2,3,8]
kanvva | [17,26,26,8,17,9]
zlwgql | [6,11,9,19,12,20]
cygggc | [9,24,19,19,2,11]
lanqqe | [18,26,26,3,12,13]
ssveat | [25,18,8,17,22,2]
dtuvmc | [10,19,7,8,8,11]
fapuhn | [12,26,2,7,3,22]
jpvqyy | [16,15,8,3,20,7]
kryolh | [17,17,11,1,7,16]
jcujfh | [16,2,7,22,1,16]
uofgop | [1,14,18,19,10,24]
uufiku | [1,20,18,21,6,3]
ljsbie | [18,9,5,14,4,13]
skpdmd | [25,10,2,16,8,12]
rpbqbd | [24,15,14,3,23,12]
mksmyh | [19,10,5,25,20,16]
wsvldq | [3,18,8,24,25,25]
loptnx | [18,14,2,6,9,6]
yopvhl | [5,14,2,8,3,20]
qboafs | [23,1,1,13,1,1]
kjffqz | [17,9,18,18,12,8]
xwsxoh | [4,22,5,10,10,16]
jepbea | [16,4,2,14,26,9]
rcdwhy | [24,2,16,9,3,7]
xxkpmi | [4,23,23,2,8,17]
uzslhk | [1,25,5,24,3,19]
qiltmh | [23,8,24,6,8,16]
fjkmwr | [12,9,23,25,18,26]
wlvmqc | [3,11,8,25,12,11]
mzpjds | [19,25,2,22,25,1]
djkvbe | [10,9,23,8,23,13]
sgsmzk | [25,6,5,25,21,19]
jrlhsq | [16,17,24,20,14,25]
qfqsai | [23,5,3,5,22,17]
cmvcjr | [9,12,8,15,5,26]
hjimdq | [14,9,21,25,25,25]
nmwwgb | [20,12,9,9,2,10]
rctptl | [24,2,6,2,15,20]
djokgw | [10,9,1,23,2,5]
puosxs | [22,20,1,5,19,1]
mcdwnt | [19,2,16,9,9,2]
bpifyi | [8,15,21,18,20,17]
jaount | [16,26,1,7,9,2]
ajfshw | [7,9,18,5,3,5]
khhgpj | [17,7,20,19,11,18]
onjgzi | [21,13,22,19,21,17]
uuhwqk | [1,20,20,9,12,19]
wiwkwr | [3,8,9,23,18,26]
rfdyvb | [24,5,16,11,17,10]
qjcfjp | [23,9,15,18,5,24]
qysitx | [23,24,5,21,15,6]
vmpbze | [2,12,2,14,21,13]
jliipk | [16,11,21,21,11,19]
ekezse | [11,10,17,12,14,13]
mktmkm | [19,10,6,25,6,21]
mttwlt | [19,19,6,9,7,2]
tfxlto | [26,5,10,24,15,23]
dnqpuf | [10,13,3,2,16,14]
oxwdml | [21,23,9,16,8,20]
tbjmew | [26,1,22,25,26,5]
wcahlu | [3,2,13,20,7,3]
afbtqt | [7,5,14,6,12,2]
qonrvr | [23,14,26,4,17,26]
tptbjb | [26,15,6,14,5,10]
lhakah | [18,7,13,23,22,16]
vktenp | [2,10,6,17,9,24]
tmjbzh | [26,12,22,14,21,16]
mycefl | [19,24,15,17,1,20]
yvbkcu | [5,21,14,23,24,3]
fwnret | [12,22,26,4,26,2]
wffvro | [3,5,18,8,13,23]
ycdoxw | [5,2,16,1,19,5]
wdqfur | [3,3,3,18,16,26]
bsleet | [8,18,24,17,26,2]
rtpbsa | [24,19,2,14,14,9]
jzlohc | [16,25,24,1,3,11]
wavote | [3,26,8,1,15,13]
rodyey | [24,14,16,11,26,7]
doroun | [10,14,4,1,16,22]
aodkmd | [7,14,16,23,8,12]
dtjkik | [10,19,22,23,4,19]
rehood | [24,4,20,1,10,12]
ptovwl | [22,19,1,8,18,20]
afmbdm | [7,5,25,14,25,21]
yqmndt | [5,16,25,26,25,2]
jxxpzk | [16,23,10,2,21,19]
sxfqps | [25,23,18,3,11,1]
zaovxk | [6,26,1,8,19,19]
dsdwjw | [10,18,16,9,5,5]
svewxw | [25,21,17,9,19,5]
lecrtr | [18,4,15,4,15,26]
shhjjq | [25,7,20,22,5,25]
ueeuwx | [1,4,17,7,18,6]
wzvgyn | [3,25,8,19,20,22]
aejbxg | [7,4,22,14,19,15]
dccfvf | [10,2,15,18,17,14]
dnvwfr | [10,13,8,9,1,26]
xfkihf | [4,5,23,21,3,14]
yekqdh | [5,4,23,3,25,16]
qrpist | [23,17,2,21,14,2]
gmujkr | [13,12,7,22,6,26]
xbqojt | [4,1,3,1,5,2]
suiran | [25,20,21,4,22,22]
zjbdcf | [6,9,14,16,24,14]
hbjtre | [14,1,22,6,13,13]
yacttf | [5,26,15,6,15,14]
chdyyd | [9,7,16,11,20,12]
iisykq | [15,8,5,11,6,25]
degqhu | [10,4,19,3,3,3]
vtdosj | [2,19,16,1,14,18]
ypfsqj | [5,15,18,5,12,18]
wwqjkq | [3,22,3,22,6,25]
ycoapt | [5,2,1,13,11,2]
qjhxlc | [23,9,20,10,7,11]
lpsehx | [18,15,5,17,3,6]
jvigkc | [16,21,21,19,6,11]
vxnzlo | [2,23,26,12,7,23]
sunhqb | [25,20,26,20,12,10]
dhkabw | [10,7,23,13,23,5]
vgvwvd | [2,6,8,9,17,12]
iqlzkr | [15,16,24,12,6,26]
rionvr | [24,8,1,26,17,26]
mhcpvu | [19,7,15,2,17,3]
jcowji | [16,2,1,9,5,17]
stnssi | [25,19,26,5,14,17]
hyzxbe | [14,24,12,10,23,13]
ecuihv | [11,2,7,21,3,4]
wthath | [3,19,20,13,15,16]
qzplnq | [23,25,2,24,9,25]
ydkeqk | [5,3,23,17,12,19]
qytgif | [23,24,6,19,4,14]
gzmtos | [13,25,25,6,10,1]
evrfum | [11,21,4,18,16,21]
pdiwdn | [22,3,21,9,25,22]
bhqvqx | [8,7,3,8,12,6]
sezjuc | [25,4,12,22,16,11]
mvtcoh | [19,21,6,15,10,16]
drguym | [10,17,19,7,20,21]
kpeaus | [17,15,17,13,16,1]
tlaezj | [26,11,13,17,21,18]
rbstzi | [24,1,5,6,21,17]
hrldpj | [14,17,24,16,11,18]
pvyjlq | [22,21,11,22,7,25]
oydmaq | [21,24,16,25,22,25]
wnctpf | [3,13,15,6,11,14]
cklwwt | [9,10,24,9,18,2]
vuzxoc | [2,20,12,10,10,11]
mizcfx | [19,8,12,15,1,6]
ygplsd | [5,6,2,24,14,12]
safrne | [25,26,18,4,9,13]
tcieah | [26,2,21,17,22,16]
xsxdqt | [4,18,10,16,12,2]
zbngfr | [6,1,26,19,1,26]
rfkadv | [24,5,23,13,25,4]
qlqwwk | [23,11,3,9,18,19]
vlgffm | [2,11,19,18,1,21]
bthbms | [8,19,20,14,8,1]
rkgeoc | [24,10,19,17,10,11]
xkeybe | [4,10,17,11,23,13]
eibbfm | [11,8,14,14,1,21]
lleetx | [18,11,17,17,15,6]
tihhxm | [26,8,20,20,19,21]
vkkudu | [2,10,23,7,25,3]
ubfair | [1,1,18,13,4,26]
udbotr | [1,3,14,1,15,26]
hlsmzc | [14,11,5,25,21,11]
jfkqyk | [16,5,23,3,20,19]
zwrhdy | [6,22,4,20,25,7]
rvgapb | [24,21,19,13,11,10]
velknj | [2,4,24,23,9,18]
yjesce | [5,9,17,5,24,13]
dzkoym | [10,25,23,1,20,21]
afgdie | [7,5,19,16,4,13]
jvxyky | [16,21,10,11,6,7]
thskwz | [26,7,5,23,18,8]
lkfwun | [18,10,18,9,16,22]
kdhyhk | [17,3,20,11,3,19]
sxdnpk | [25,23,16,26,11,19]
fxhlbq | [12,23,20,24,23,25]
dawair | [10,26,9,13,4,26]
unypae | [1,13,11,2,22,13]
axnzeh | [7,23,26,12,26,16]
eywlto | [11,24,9,24,15,23]
qhardx | [23,7,13,4,25,6]
dfdegr | [10,5,16,17,2,26]
aqavib | [7,16,13,8,4,10]
jxorko | [16,23,1,4,6,23]
pfvbbj | [22,5,8,14,23,18]
dagvcb | [10,26,19,8,24,10]
vpnesy | [2,15,26,17,14,7]
ivwukw | [15,21,9,7,6,5]
cacpps | [9,26,15,2,11,1]
asnnub | [7,18,26,26,16,10]
odwlal | [21,3,9,24,22,20]
pdtcmp | [22,3,6,15,8,24]
hehgzc | [14,4,20,19,21,11]
ifnbeg | [15,5,26,14,26,15]
vwplyi | [2,22,2,24,20,17]
xdedkl | [4,3,17,16,6,20]
tztpsy | [26,25,6,2,14,7]
goomva | [13,14,1,25,17,9]
yuswfq | [5,20,5,9,1,25]
ruomze | [24,20,1,25,21,13]
stkcli | [25,19,23,15,7,17]
wvjshe | [3,21,22,5,3,13]
izahbk | [15,25,13,20,23,19]
ueaddc | [1,4,13,16,25,11]
crlvzs | [9,17,24,8,21,1]
fqfygo | [12,16,18,11,2,23]
yzcbnd | [5,25,15,14,9,12]
kareum | [17,26,4,17,16,21]
mcoijl | [19,2,1,21,5,20]
cptivb | [9,15,6,21,17,10]
qiorcb | [23,8,1,4,24,10]
hvzaxb | [14,21,12,13,19,10]
rolrnk | [24,14,24,4,9,19]
szqzdb | [25,25,3,12,25,10]
pndbtt | [22,13,16,14,15,2]
dmmtkd | [10,12,25,6,6,12]
ruievu | [24,20,21,17,17,3]
feyegy | [12,4,11,17,2,7]
dagflk | [10,26,19,18,7,19]
mhcxnr | [19,7,15,10,9,26]
zcxuwl | [6,2,10,7,18,20]
pcmejl | [22,2,25,17,5,20]
tqmktp | [26,16,25,23,15,24]
jgbqnx | [16,6,14,3,9,6]
cujdbs | [9,20,22,16,23,1]
onxuti | [21,13,10,7,15,17]
suaymf | [25,20,13,11,8,14]
oxkbyt | [21,23,23,14,20,2]
pssbcw | [22,18,5,14,24,5]
jmdktr | [16,12,16,23,15,26]
udckue | [1,3,15,23,16,13]
afbqyf | [7,5,14,3,20,14]
rdoyah | [24,3,1,11,22,16]
ufubiv | [1,5,7,14,4,4]
sctgrv | [25,2,6,19,13,4]
aimtnc | [7,8,25,6,9,11]
qbjwff | [23,1,22,9,1,14]
ptuvyp | [22,19,7,8,20,24]
bzihsv | [8,25,21,20,14,4]
qhewac | [23,7,17,9,22,11]
aifigq | [7,8,18,21,2,25]
fnfqwl | [12,13,18,3,18,20]
igqyhs | [15,6,3,11,3,1]
iqajim | [15,16,13,22,4,21]
xxxmlf | [4,23,10,25,7,14]
mncvmz | [19,13,15,8,8,8]
kylmle | [17,24,24,25,7,13]
ijfrbw | [15,9,18,4,23,5]
zgwpng | [6,6,9,2,9,15]
vwhcpg | [2,22,20,15,11,15]
flimhv | [12,11,21,25,3,4]
mbazit | [19,1,13,12,4,2]
mrgvhc | [19,17,19,8,3,11]
gbtwbz | [13,1,6,9,23,8]
vvbnux | [2,21,14,26,16,6]
jioggt | [16,8,1,19,2,2]
camjny | [9,26,25,22,9,7]
koyhiz | [17,14,11,20,4,8]
hnyrff | [14,13,11,4,1,14]
pcoywa | [22,2,1,11,18,9]
ifrutt | [15,5,4,7,15,2]
ydmwpt | [5,3,25,9,11,2]
iqcbqn | [15,16,15,14,12,22]
ofwwxn | [21,5,9,9,19,22]
hopxso | [14,14,2,10,14,23]
bknkzv | [8,10,26,23,21,4]
lnrcqm | [18,13,4,15,12,21]
ssslls | [25,18,5,24,7,1]
qcvlkl | [23,2,8,24,6,20]
lhwdeu | [18,7,9,16,26,3]
qjjrya | [23,9,22,4,20,9]
qkxbvs | [23,10,10,14,17,1]
qwpgoe | [23,22,2,19,10,13]
jubsem | [16,20,14,5,26,21]
sboqmp | [25,1,1,3,8,24]
ksthna | [17,18,6,20,9,9]
mbloee | [19,1,24,1,26,13]
fcujfg | [12,2,7,22,1,15]
ltovhl | [18,19,1,8,3,20]
bxfrdh | [8,23,18,4,25,16]
itxhdd | [15,19,10,20,25,12]
yzynvg | [5,25,11,26,17,15]
ssjqkp | [25,18,22,3,6,24]
khpqgj | [17,7,2,3,2,18]
chthjm | [9,7,6,20,5,21]
oqbquh | [21,16,14,3,16,16]
rqxmwc | [24,16,10,25,18,11]
tedteb | [26,4,16,6,26,10]
ofarcm | [21,5,13,4,24,21]
zraszn | [6,17,13,5,21,22]
dnghwm | [10,13,19,20,18,21]
kvxhou | [17,21,10,20,10,3]
vosgmm | [2,14,5,19,8,21]
lhcmdn | [18,7,15,25,25,22]
kgpbmk | [17,6,2,14,8,19]
vwsase | [2,22,5,13,14,13]
nungdn | [20,20,26,19,25,22]
gqabpv | [13,16,13,14,11,4]
giibza | [13,8,21,14,21,9]
clsjrn | [9,11,5,22,13,22]
wihuub | [3,8,20,7,16,10]
hyrwti | [14,24,4,9,15,17]
qzepkv | [23,25,17,2,6,4]
devvzj | [10,4,8,8,21,18]
vsdboj | [2,18,16,14,10,18]
qihsse | [23,8,20,5,14,13]
tnywps | [26,13,11,9,11,1]
avhomb | [7,21,20,1,8,10]
wrxvsx | [3,17,10,8,14,6]
myvwbb | [19,24,8,9,23,10]
vkbzgu | [2,10,14,12,2,3]
cqdteh | [9,16,16,6,26,16]
fqnoki | [12,16,26,1,6,17]
vppvlj | [2,15,2,8,7,18]
ahzkcg | [7,7,12,23,24,15]
lknkkg | [18,10,26,23,6,15]
smfowp | [25,12,18,1,18,24]
hvxsvb | [14,21,10,5,17,10]
dorujy | [10,14,4,7,5,7]
xghzjv | [4,6,20,12,5,4]
benusf | [8,4,26,7,14,14]
obdvkl | [21,1,16,8,6,20]
rwvcbg | [24,22,8,15,23,15]
jzkgaf | [16,25,23,19,22,14]
xtlepy | [4,19,24,17,11,7]
otaqje | [21,19,13,3,5,13]
ijlolh | [15,9,24,1,7,16]
wdfvux | [3,3,18,8,16,6]
njkrxy | [20,9,23,4,19,7]
nfskoo | [20,5,5,23,10,23]
habkan | [14,26,14,23,22,22]
sdeoxk | [25,3,17,1,19,19]
qmacdu | [23,12,13,15,25,3]
gjellu | [13,9,17,24,7,3]
igphsn | [15,6,2,20,14,22]
gqmdjp | [13,16,25,16,5,24]
ysbgwa | [5,18,14,19,18,9]
xjqwzf | [4,9,3,9,21,14]
jztjlu | [16,25,6,22,7,3]
bhfpsg | [8,7,18,2,14,15]
tzqtha | [26,25,3,6,3,9]
nygnjd | [20,24,19,26,5,12]
qlfmmn | [23,11,18,25,8,22]
zxaube | [6,23,13,7,23,13]
xabdxq | [4,26,14,16,19,25]
hnytrd | [14,13,11,6,13,12]
zjajhx | [6,9,13,22,3,6]
zyvsml | [6,24,8,5,8,20]
cxqelt | [9,23,3,17,7,2]
sdnhkh | [25,3,26,20,6,16]
ijmkji | [15,9,25,23,5,17]
czwyfk | [9,25,9,11,1,19]
ybpsam | [5,1,2,5,22,21]
yqqnax | [5,16,3,26,22,6]
actoym | [7,2,6,1,20,21]
jdaxaq | [16,3,13,10,22,25]
vwjvbx | [2,22,22,8,23,6]
pgwyog | [22,6,9,11,10,15]
ozupat | [21,25,7,2,22,2]
jdjzna | [16,3,22,12,9,9]
lxeodk | [18,23,17,1,25,19]
bgtrrz | [8,6,6,4,13,8]
fkuvyj | [12,10,7,8,20,18]
wlzycf | [3,11,12,11,24,14]
shubdo | [25,7,7,14,25,23]
vobmin | [2,14,14,25,4,22]
loqjmk | [18,14,3,22,8,19]
ssrwtn | [25,18,4,9,15,22]
urgpft | [1,17,19,2,1,2]
xnczfp | [4,13,15,12,1,24]
tdsjyg | [26,3,5,22,20,15]
prlmpv | [22,17,24,25,11,4]
qjjyuk | [23,9,22,11,16,19]
aivxak | [7,8,8,10,22,19]
qospoc | [23,14,5,2,10,11]
clnddm | [9,11,26,16,25,21]
hktgoz | [14,10,6,19,10,8]
kiadeu | [17,8,13,16,26,3]
tumcoa | [26,20,25,15,10,9]
xyrnbr | [4,24,4,26,23,26]
hwxfxu | [14,22,10,18,19,3]
edoqwm | [11,3,1,3,18,21]
egpihd | [11,6,2,21,3,12]
srlzjb | [25,17,24,12,5,10]
pqkynv | [22,16,23,11,9,4]
niixck | [20,8,21,10,24,19]
wzdjyb | [3,25,16,22,20,10]
myieio | [19,24,21,17,4,23]
kntjkh | [17,13,6,22,6,16]
xsjmmv | [4,18,22,25,8,4]
sbeefo | [25,1,17,17,1,23]
nfxegx | [20,5,10,17,2,6]
ckrrty | [9,10,4,4,15,7]
qhonkn | [23,7,1,26,6,22]
ppbckt | [22,15,14,15,6,2]
iexfng | [15,4,10,18,9,15]
wsmfvo | [3,18,25,18,17,23]
swvkcd | [25,22,8,23,24,12]
nimtfj | [20,8,25,6,1,18]
lmlbvo | [18,12,24,14,17,23]
mhlnvo | [19,7,24,26,17,23]
sxutxo | [25,23,7,6,19,23]
ubzonq | [1,1,12,1,9,25]
oydsgg | [21,24,16,5,2,15]
emyehi | [11,12,11,17,3,17]
vifylr | [2,8,18,11,7,26]
mruvtl | [19,17,7,8,15,20]
ykiito | [5,10,21,21,15,23]
htaqqc | [14,19,13,3,12,11]
ejqnjg | [11,9,3,26,5,15]
ocgdsd | [21,2,19,16,14,12]
rbaxmt | [24,1,13,10,8,2]
cqmvpn | [9,16,25,8,11,22]
fkuxgl | [12,10,7,10,2,20]
zyltja | [6,24,24,6,5,9]
pxoftb | [22,23,1,18,15,10]
yijvxd | [5,8,22,8,19,12]
aovitl | [7,14,8,21,15,20]
hhdzay | [14,7,16,12,22,7]
wbbdki | [3,1,14,16,6,17]
mdeqvn | [19,3,17,3,17,22]
ywszey | [5,22,5,12,26,7]
efqxuj | [11,5,3,10,16,18]
fuwzkg | [12,20,9,12,6,15]
kdqluc | [17,3,3,24,16,11]
owduan | [21,22,16,7,22,22]
wgfcmn | [3,6,18,15,8,22]
aviqvg | [7,21,21,3,17,15]
excaru | [11,23,15,13,13,3]
tnstgg | [26,13,5,6,2,15]
jawpuy | [16,26,9,2,16,7]
jirqhi | [16,8,4,3,3,17]
taagap | [26,26,13,19,22,24]
xweqbl | [4,22,17,3,23,20]
bqlfqh | [8,16,24,18,12,16]
vdxwgq | [2,3,10,9,2,25]
vrrvxb | [2,17,4,8,19,10]
gghzde | [13,6,20,12,25,13]
nqvopk | [20,16,8,1,11,19]
pvmxdm | [22,21,25,10,25,21]
rvnuge | [24,21,26,7,2,13]
edgypt | [11,3,19,11,11,2]
gbtvjq | [13,1,6,8,5,25]
hjgxki | [14,9,19,10,6,17]
gwfruq | [13,22,18,4,16,25]
oqukqg | [21,16,7,23,12,15]
ftnhxh | [12,19,26,20,19,16]
vhvhvm | [2,7,8,20,17,21]
jfckgr | [16,5,15,23,2,26]
gwxhax | [13,22,10,20,22,6]
ywhddp | [5,22,20,16,25,24]
cgqddz | [9,6,3,16,25,8]
odsgfu | [21,3,5,19,1,3]
bmagrf | [8,12,13,19,13,14]
rifnwd | [24,8,18,26,18,12]
raanpm | [24,26,13,26,11,21]
qugbsm | [23,20,19,14,14,21]
zkeqrd | [6,10,17,3,13,12]
mcspdw | [19,2,5,2,25,5]
efavyz | [11,5,13,8,20,8]
xamejg | [4,26,25,17,5,15]
mdnsbv | [19,3,26,5,23,4]
fyqiuk | [12,24,3,21,16,19]
nbvrmu | [20,1,8,4,8,3]
msjbld | [19,18,22,14,7,12]
avxmay | [7,21,10,25,22,7]
mekbla | [19,4,23,14,7,9]
jptesq | [16,15,6,17,14,25]
ijnwtd | [15,9,26,9,15,12]
jocwin | [16,14,15,9,4,22]
zsyszt | [6,18,11,5,21,2]
tktenu | [26,10,6,17,9,3]
olzium | [21,11,12,21,16,21]
xcmvfd | [4,2,25,8,1,12]
iczvey | [15,2,12,8,26,7]
aqwyyy | [7,16,9,11,20,7]
beobpy | [8,4,1,14,11,7]
zufyey | [6,20,18,11,26,7]
gkuaep | [13,10,7,13,26,24]
kvfkyi | [17,21,18,23,20,17]
ldblzk | [18,3,14,24,21,19]
amatbh | [7,12,13,6,23,16]
kzskxt | [17,25,5,23,19,2]
fdqbmm | [12,3,3,14,8,21]
pelpst | [22,4,24,2,14,2]
psbwns | [22,18,14,9,9,1]
gyoysv | [13,24,1,11,14,4]
smrocs | [25,12,4,1,24,1]
oibqht | [21,8,14,3,3,2]
ylfyom | [5,11,18,11,10,21]
rrcriv | [24,17,15,4,4,4]
nwgzxi | [20,22,19,12,19,17]
dcdymx | [10,2,16,11,8,6]
bzbldu | [8,25,14,24,25,3]
rftgmt | [24,5,6,19,8,2]
pdwdxu | [22,3,9,16,19,3]
kwxloc | [17,22,10,24,10,11]
wekpwp | [3,4,23,2,18,24]
kgthir | [17,6,6,20,4,26]
afiwci | [7,5,21,9,24,17]
ujwgrl | [1,9,9,19,13,20]
twyhvp | [26,22,11,20,17,24]
npezad | [20,15,17,12,22,12]
cnjhfo | [9,13,22,20,1,23]
vyxjjp | [2,24,10,22,5,24]
yrwvga | [5,17,9,8,2,9]
klijne | [17,11,21,22,9,13]
drngdu | [10,17,26,19,25,3]
tqazvo | [26,16,13,12,17,23]
wpondh | [3,15,1,26,25,16]
ckajpb | [9,10,13,22,11,10]
zflsyi | [6,5,24,5,20,17]
biynnw | [8,8,11,26,9,5]
ebvpvl | [11,1,8,2,17,20]
nhtvfn | [20,7,6,8,1,22]
rbjtor | [24,1,22,6,10,26]
rdrduk | [24,3,4,16,16,19]
