---------- Uniform Rotations ----------
input: tanner
name   | rotation
ouoaef | [21,20,1,13,26,14]
kmwvuq | [17,12,9,8,16,25]
gjintk | [13,9,21,26,15,19]
yoosxl | [5,14,1,5,19,20]
pbtjhh | [22,1,6,22,3,16]
daejvh | [10,26,17,22,17,16]
yioehe | [5,8,1,17,3,13]
iixuzx | [15,8,10,7,21,6]
ccojco | [9,2,1,22,24,23]
fdrtjq | [12,3,4,6,5,25]
fhhayl | [12,7,20,13,20,20]
pdmzqp | [22,3,25,12,12,24]
ascrnq | [7,18,15,4,9,25]
mcbbnz | [19,2,14,14,9,8]
qavdzv | [23,26,8,16,21,4]
dpanqp | [10,15,13,26,12,24]
hreswi | [14,17,17,5,18,17]
kucutj | [17,20,15,7,15,18]
egwbew | [11,6,9,14,26,5]
sezalh | [25,4,12,13,7,16]
ctfqmu | [9,19,18,3,8,3]
zuiuyu | [6,20,21,7,20,3]
ebvscy | [11,1,8,5,24,7]
duckzn | [10,20,15,23,21,22]
ugmwtc | [1,6,25,9,15,11]
cfhsic | [9,5,20,5,4,11]
bxxzyi | [8,23,10,12,20,17]
ncdeao | [20,2,16,17,22,23]
ndtrqi | [20,3,6,4,12,17]
rtwazl | [24,19,9,13,21,20]
ajoyfh | [7,9,1,11,1,16]
qdqrtw | [23,3,3,4,15,5]
mhyvbg | [19,7,11,8,23,15]
ftggqq | [12,19,19,19,12,25]
rxohvh | [24,23,1,20,17,16]
wjrujw | [3,9,4,7,5,5]
mzwjjg | [19,25,9,22,5,15]
xakohq | [4,26,23,1,3,25]
urrfgw | [1,17,4,18,2,5]
ebpcmx | [11,1,2,15,8,6]
qpcndv | [23,15,15,26,25,4]
cmoqpe | [9,12,1,3,11,13]
xxvfsh | [4,23,8,18,14,16]
kuabun | [17,20,13,14,16,22]
umqfcu | [1,12,3,18,24,3]
ttjigf | [26,19,22,21,2,14]
djsffo | [10,9,5,18,1,23]
sfggks | [25,5,19,19,6,1]
yxhxbv | [5,23,20,10,23,4]
peedob | [22,4,17,16,10,10]
jdpaje | [16,3,2,13,5,13]
lolqti | [18,14,24,3,15,17]
vxukkh | [2,23,7,23,6,16]
vzdlnj | [2,25,16,24,9,18]
hicyyc | [14,8,15,11,20,11]
wrlkuy | [3,17,24,23,16,7]
uqlwst | [1,16,24,9,14,2]
iywlgr | [15,24,9,24,2,26]
ggrnso | [13,6,4,26,14,23]
emvjun | [11,12,8,22,16,22]
evtipj | [11,21,6,21,11,18]
ukkqps | [1,10,23,3,11,1]
kdmmbh | [17,3,25,25,23,16]
lcekym | [18,2,17,23,20,21]
tjsvaz | [26,9,5,8,22,8]
nodqih | [20,14,16,3,4,16]
otmiof | [21,19,25,21,10,14]
ytiali | [5,19,21,13,7,17]
oqutzs | [21,16,7,6,21,1]
xqtlup | [4,16,6,24,16,24]
vrcbnq | [2,17,15,14,9,25]
rofzru | [24,14,18,12,13,3]
axkzfx | [7,23,23,12,1,6]
vvostr | [2,21,1,5,15,26]
ilbsuc | [15,11,14,5,16,11]
bstbgi | [8,18,6,14,2,17]
cpulsw | [9,15,7,24,14,5]
dshjfn | [10,18,20,22,1,22]
kfzxoe | [17,5,12,10,10,13]
khjxkf | [17,7,22,10,6,14]
cinugd | [9,8,26,7,2,12]
ygxxzw | [5,6,10,10,21,5]
shmcuo | [25,7,25,15,16,23]
orhyeq | [21,17,20,11,26,25]
wkjjgg | [3,10,22,22,2,15]
pkumdg | [22,10,7,25,25,15]
fwdroa | [12,22,16,4,10,9]
gpkaqm | [13,15,23,13,12,21]
ffonfb | [12,5,1,26,1,10]
qyypqd | [23,24,11,2,12,12]
mdklnt | [19,3,23,24,9,2]
hurihb | [14,20,4,21,3,10]
oynmpx | [21,24,26,25,11,6]
ovqmsl | [21,21,3,25,14,20]
jstxwq | [16,18,6,10,18,25]
ebgfom | [11,1,19,18,10,21]
wlvzza | [3,11,8,12,21,9]
yajlqb | [5,26,22,24,12,10]
ykvioi | [5,10,8,21,10,17]
pazdxh | [22,26,12,16,19,16]
kezlmn | [17,4,12,24,8,22]
xvkqqw | [4,21,23,3,12,5]
xkyanc | [4,10,11,13,9,11]
xagflw | [4,26,19,18,7,5]
fvwfgq | [12,21,9,18,2,25]
bayglt | [8,26,11,19,7,2]
kcjtxj | [17,2,22,6,19,18]
dgswwy | [10,6,5,9,18,7]
qcuuwu | [23,2,7,7,18,3]
xrmwve | [4,17,25,9,17,13]
gdphwc | [13,3,2,20,18,11]
ppkjvd | [22,15,23,22,17,12]
vspgdu | [2,18,2,19,25,3]
phfebl | [22,7,18,17,23,20]
wqzysg | [3,16,12,11,14,15]
ddilmj | [10,3,21,24,8,18]
oechtj | [21,4,15,20,15,18]
gxvhey | [13,23,8,20,26,7]
pylacs | [22,24,24,13,24,1]
wpoqpf | [3,15,1,3,11,14]
nulqux | [20,20,24,3,16,6]
kloodw | [17,11,1,1,25,5]
iblnnq | [15,1,24,26,9,25]
ynhbts | [5,13,20,14,15,1]
smisir | [25,12,21,5,4,26]
mbslhy | [19,1,5,24,3,7]
ogdjgb | [21,6,16,22,2,10]
dwflyz | [10,22,18,24,20,8]
mfmfwq | [19,5,25,18,18,25]
gstvak | [13,18,6,8,22,19]
qsxszr | [23,18,10,5,21,26]
xngzqa | [4,13,19,12,12,9]
ufrfbl | [1,5,4,18,23,20]
qrmitf | [23,17,25,21,15,14]
nalwha | [20,26,24,9,3,9]
gpwawj | [13,15,9,13,18,18]
umoebk | [1,12,1,17,23,19]
oxbiai | [21,23,14,21,22,17]
nipqvn | [20,8,2,3,17,22]
fdvvsd | [12,3,8,8,14,12]
htcehg | [14,19,15,17,3,15]
mbewur | [19,1,17,9,16,26]
oreyyq | [21,17,17,11,20,25]
zypcud | [6,24,2,15,16,12]
ximofq | [4,8,25,1,1,25]
qzagkd | [23,25,13,19,6,12]
trqtve | [26,17,3,6,17,13]
nysnls | [20,24,5,26,7,1]
pwnknk | [22,22,26,23,9,19]
ooypsg | [21,14,11,2,14,15]
qppzif | [23,15,2,12,4,14]
frzmng | [12,17,12,25,9,15]
fxnkvf | [12,23,26,23,17,14]
vgentj | [2,6,17,26,15,18]
cvzeeo | [9,21,12,17,26,23]
lyvbck | [18,24,8,14,24,19]
hnbowm | [14,13,14,1,18,21]
vffrwx | [2,5,18,4,18,6]
jgyltk | [16,6,11,24,15,19]
brdiea | [8,17,16,21,26,9]
hvbwaw | [14,21,14,9,22,5]
gerrwc | [13,4,4,4,18,11]
gjipru | [13,9,21,2,13,3]
hwafgi | [14,22,13,18,2,17]
ugzzuj | [1,6,12,12,16,18]
hwuqli | [14,22,7,3,7,17]
gspsrz | [13,18,2,5,13,8]
femdvf | [12,4,25,16,17,14]
zkussq | [6,10,7,5,14,25]
apvlat | [7,15,8,24,22,2]
zhwhjh | [6,7,9,20,5,16]
kfmteb | [17,5,25,6,26,10]
ifzdep | [15,5,12,16,26,24]
qqwtmk | [23,16,9,6,8,19]
fvopri | [12,21,1,2,13,17]
dgzzuq | [10,6,12,12,16,25]
ilcohp | [15,11,15,1,3,24]
jjclwv | [16,9,15,24,18,4]
qceymi | [23,2,17,11,8,17]
wbjsjo | [3,1,22,5,5,23]
ojgwmq | [21,9,19,9,8,25]
uelgcb | [1,4,24,19,24,10]
ukemks | [1,10,17,25,6,1]
afijnq | [7,5,21,22,9,25]
yjbphl | [5,9,14,2,3,20]
xhtulr | [4,7,6,7,7,26]
amgfmh | [7,12,19,18,8,16]
mglthg | [19,6,24,6,3,15]
ucsexa | [1,2,5,17,19,9]
ucnsii | [1,2,26,5,4,17]
ezutkk | [11,25,7,6,6,19]
ptmbjf | [22,19,25,14,5,14]
vyslfg | [2,24,5,24,1,15]
aerbus | [7,4,4,14,16,1]
qnlczd | [23,13,24,15,21,12]
dkzrbo | [10,10,12,4,23,23]
tabpot | [26,26,14,2,10,2]
evtimp | [11,21,6,21,8,24]
ywskhn | [5,22,5,23,3,22]
rplzsm | [24,15,24,12,14,21]
pngbze | [22,13,19,14,21,13]
spfghw | [25,15,18,19,3,5]
hwshld | [14,22,5,20,7,12]
fkoiua | [12,10,1,21,16,9]
