---------- Uniform Rotations ----------
input: tanner
name   | rotation
htkvjp | [14,19,23,8,5,24]
swmhmr | [25,22,25,20,8,26]
osnurg | [21,18,26,7,13,15]
ozhjzy | [21,25,20,22,21,7]
ifmteh | [15,5,25,6,26,16]
ieoknu | [15,4,1,23,9,3]
rijaxq | [24,8,22,13,19,25]
usfzqm | [1,18,18,12,12,21]
oznoad | [21,25,26,1,22,12]
ntdvgl | [20,19,16,8,2,20]
znjlhg | [6,13,22,24,3,15]
fzptnz | [12,25,2,6,9,8]
zvjwjk | [6,21,22,9,5,19]
nehdji | [20,4,20,16,5,17]
dhtbgn | [10,7,6,14,2,22]
faztkd | [12,26,12,6,6,12]
wpkjwm | [3,15,23,22,18,21]
rgdsiw | [24,6,16,5,4,5]
naebqh | [20,26,17,14,12,16]
xtqewg | [4,19,3,17,18,15]
elawxk | [11,11,13,9,19,19]
cyqbqm | [9,24,3,14,12,21]
vgtnxp | [2,6,6,26,19,24]
neqgpe | [20,4,3,19,11,13]
uqsgyf | [1,16,5,19,20,14]
eaqypb | [11,26,3,11,11,10]
blrktd | [8,11,4,23,15,12]
nbrcqc | [20,1,4,15,12,11]
kpgnqb | [17,15,19,26,12,10]
iyjdpw | [15,24,22,16,11,5]
flplsv | [12,11,2,24,14,4]
razxll | [24,26,12,10,7,20]
rleccw | [24,11,17,15,24,5]
ztvlkg | [6,19,8,24,6,15]
tnhpzk | [26,13,20,2,21,19]
ppdkyv | [22,15,16,23,20,4]
aeimtr | [7,4,21,25,15,26]
ijgvvc | [15,9,19,8,17,11]
tjfdlf | [26,9,18,16,7,14]
kduwsu | [17,3,7,9,14,3]
vvzvnp | [2,21,12,8,9,24]
kouijm | [17,14,7,21,5,21]
zpxfmz | [6,15,10,18,8,8]
wspaqp | [3,18,2,13,12,24]
iesgmy | [15,4,5,19,8,7]
qegbtn | [23,4,19,14,15,22]
alrhbb | [7,11,4,20,23,10]
klksqe | [17,11,23,5,12,13]
gyfmsx | [13,24,18,25,14,6]
qzpcpf | [23,25,2,15,11,14]
lhgeik | [18,7,19,17,4,19]
rdtico | [24,3,6,21,24,23]
sguvgw | [25,6,7,8,2,5]
fjetsv | [12,9,17,6,14,4]
zfbtbx | [6,5,14,6,23,6]
lqgqje | [18,16,19,3,5,13]
qpthrr | [23,15,6,20,13,26]
bavgdm | [8,26,8,19,25,21]
mnuytb | [19,13,7,11,15,10]
xacygy | [4,26,15,11,2,7]
qsobhb | [23,18,1,14,3,10]
kuugdb | [17,20,7,19,25,10]
zniszz | [6,13,21,5,21,8]
yrmuyu | [5,17,25,7,20,3]
olesls | [21,11,17,5,7,1]
uoahbq | [1,14,13,20,23,25]
ecpbwa | [11,2,2,14,18,9]
iuvtry | [15,20,8,6,13,7]
qrutmh | [23,17,7,6,8,16]
kpyuev | [17,15,11,7,26,4]
czqjxq | [9,25,3,22,19,25]
hprpie | [14,15,4,2,4,13]
ifzwnj | [15,5,12,9,9,18]
fbhbwq | [12,1,20,14,18,25]
ffqglf | [12,5,3,19,7,14]
laetko | [18,26,17,6,6,23]
oitukb | [21,8,6,7,6,10]
caglxk | [9,26,19,24,19,19]
huryws | [14,20,4,11,18,1]
siybod | [25,8,11,14,10,12]
sooksc | [25,14,1,23,14,11]
wmylhf | [3,12,11,24,3,14]
rjdctz | [24,9,16,15,15,8]
txnwwl | [26,23,26,9,18,20]
tbyibx | [26,1,11,21,23,6]
icomor | [15,2,1,25,10,26]
hgavih | [14,6,13,8,4,16]
lfbchs | [18,5,14,15,3,1]
znlhzn | [6,13,24,20,21,22]
joeayq | [16,14,17,13,20,25]
ylmvah | [5,11,25,8,22,16]
ycigjo | [5,2,21,19,5,23]
ggixub | [13,6,21,10,16,10]
bfmfpb | [8,5,25,18,11,10]
fovsar | [12,14,8,5,22,26]
gddajd | [13,3,16,13,5,12]
qvxbwg | [23,21,10,14,18,15]
ndgcuq | [20,3,19,15,16,25]
dalrht | [10,26,24,4,3,2]
qqbtgu | [23,16,14,6,2,3]
pfjvpu | [22,5,22,8,11,3]
okhbdz | [21,10,20,14,25,8]
wcehiw | [3,2,17,20,4,5]
uleaeh | [1,11,17,13,26,16]
rhvxfd | [24,7,8,10,1,12]
hpzghm | [14,15,12,19,3,21]
puwgyy | [22,20,9,19,20,7]
ocxrcw | [21,2,10,4,24,5]
ltdkia | [18,19,16,23,4,9]
sfbkja | [25,5,14,23,5,9]
rkmojj | [24,10,25,1,5,18]
qjmpor | [23,9,25,2,10,26]
ptfxct | [22,19,18,10,24,2]
jamuba | [16,26,25,7,23,9]
ujaxco | [1,9,13,10,24,23]
vwtbbo | [2,22,6,14,23,23]
roqhan | [24,14,3,20,22,22]
jvsbgb | [16,21,5,14,2,10]
wgagih | [3,6,13,19,4,16]
xjfflu | [4,9,18,18,7,3]
caikxr | [9,26,21,23,19,26]
ozeaum | [21,25,17,13,16,21]
lsvnlp | [18,18,8,26,7,24]
nfcaxn | [20,5,15,13,19,22]
vplvxb | [2,15,24,8,19,10]
qiunjl | [23,8,7,26,5,20]
tuvrwj | [26,20,8,4,18,18]
mdpdem | [19,3,2,16,26,21]
nfekio | [20,5,17,23,4,23]
rrjrqg | [24,17,22,4,12,15]
mhonwu | [19,7,1,26,18,3]
sqjekp | [25,16,22,17,6,24]
nctdbr | [20,2,6,16,23,26]
ukbmoy | [1,10,14,25,10,7]
teqdsl | [26,4,3,16,14,20]
hypfeg | [14,24,2,18,26,15]
npzjrc | [20,15,12,22,13,11]
onbiay | [21,13,14,21,22,7]
llyyut | [18,11,11,11,16,2]
wyhpem | [3,24,20,2,26,21]
azdepq | [7,25,16,17,11,25]
esnmvo | [11,18,26,25,17,23]
mjmitx | [19,9,25,21,15,6]
srcjln | [25,17,15,22,7,22]
vsndfl | [2,18,26,16,1,20]
rsvcwx | [24,18,8,15,18,6]
rktqge | [24,10,6,3,2,13]
zxqmig | [6,23,3,25,4,15]
hmjslt | [14,12,22,5,7,2]
ybqvsq | [5,1,3,8,14,25]
hnvauz | [14,13,8,13,16,8]
gbnztq | [13,1,26,12,15,25]
biqraw | [8,8,3,4,22,5]
laubll | [18,26,7,14,7,20]
qpzbix | [23,15,12,14,4,6]
gczyro | [13,2,12,11,13,23]
iznmsu | [15,25,26,25,14,3]
mmcktm | [19,12,15,23,15,21]
kkgomj | [17,10,19,1,8,18]
dbwlag | [10,1,9,24,22,15]
mwdexa | [19,22,16,17,19,9]
epnhhj | [11,15,26,20,3,18]
hgbnry | [14,6,14,26,13,7]
tfvfmd | [26,5,8,18,8,12]
ynuxwo | [5,13,7,10,18,23]
yisqaa | [5,8,5,3,22,9]
bplsor | [8,15,24,5,10,26]
nrbuzi | [20,17,14,7,21,17]
jyaxtu | [16,24,13,10,15,3]
xfezgl | [4,5,17,12,2,20]
racxcv | [24,26,15,10,24,4]
samkxy | [25,26,25,23,19,7]
nwdbea | [20,22,16,14,26,9]
cfqemy | [9,5,3,17,8,7]
ulyppu | [1,11,11,2,11,3]
vuvcfj | [2,20,8,15,1,18]
irmiky | [15,17,25,21,6,7]
hriknm | [14,17,21,23,9,21]
cvpurn | [9,21,2,7,13,22]
eszzvg | [11,18,12,12,17,15]
jilwdt | [16,8,24,9,25,2]
bhivlz | [8,7,21,8,7,8]
aoleoo | [7,14,24,17,10,23]
tkpclr | [26,10,2,15,7,26]
cqwgkl | [9,16,9,19,6,20]
wdipqe | [3,3,21,2,12,13]
jogptf | [16,14,19,2,15,14]
izgmxw | [15,25,19,25,19,5]
dmndph | [10,12,26,16,11,16]
jmlcrt | [16,12,24,15,13,2]
svnmrr | [25,21,26,25,13,26]
zndvwp | [6,13,16,8,18,24]
orzemb | [21,17,12,17,8,10]
iifemv | [15,8,18,17,8,4]
ckzkmi | [9,10,12,23,8,17]
gtqjpz | [13,19,3,22,11,8]
tyzumx | [26,24,12,7,8,6]
szpemb | [25,25,2,17,8,10]
bqxrpq | [8,16,10,4,11,25]
qqerst | [23,16,17,4,14,2]
spihyn | [25,15,21,20,20,22]
hvxlal | [14,21,10,24,22,20]
spmcqt | [25,15,25,15,12,2]
rsfivv | [24,18,18,21,17,4]
yvullr | [5,21,7,24,7,26]
