---------- Uniform Rotations ----------
input: tanner
name   | rotation
ptyocr | [22,19,11,1,24,26]
ucdbxb | [1,2,16,14,19,10]
numlvs | [20,20,25,24,17,1]
nthljn | [20,19,20,24,5,22]
ghimdx | [13,7,21,25,25,6]
pvmbgr | [22,21,25,14,2,26]
dwxeid | [10,22,10,17,4,12]
sfukvm | [25,5,7,23,17,21]
lpkmcw | [18,15,23,25,24,5]
thzyax | [26,7,12,11,22,6]
avkbep | [7,21,23,14,26,24]
udccws | [1,3,15,15,18,1]
tecaug | [26,4,15,13,16,15]
ozifjv | [21,25,21,18,5,4]
pvtoih | [22,21,6,1,4,16]
dhlmto | [10,7,24,25,15,23]
ceyynj | [9,4,11,11,9,18]
dhtfin | [10,7,6,18,4,22]
kouudr | [17,14,7,7,25,26]
dwybbf | [10,22,11,14,23,14]
ogaedr | [21,6,13,17,25,26]
pnpzsd | [22,13,2,12,14,12]
rqfvev | [24,16,18,8,26,4]
uqucov | [1,16,7,15,10,4]
xsmquv | [4,18,25,3,16,4]
ymxhbb | [5,12,10,20,23,10]
zucirr | [6,20,15,21,13,26]
wjikeu | [3,9,21,23,26,3]
eposae | [11,15,1,5,22,13]
iggttv | [15,6,19,6,15,4]
levcma | [18,4,8,15,8,9]
kzgyvv | [17,25,19,11,17,4]
ecebyz | [11,2,17,14,20,8]
unowwu | [1,13,1,9,18,3]
ylnzlu | [5,11,26,12,7,3]
dsbuag | [10,18,14,7,22,15]
gvurer | [13,21,7,4,26,26]
woqeyj | [3,14,3,17,20,18]
ddotxn | [10,3,1,6,19,22]
rcjhjf | [24,2,22,20,5,14]
plnlqj | [22,11,26,24,12,18]
ulhgln | [1,11,20,19,7,22]
ishsby | [15,18,20,5,23,7]
ujyrui | [1,9,11,4,16,17]
zqpmlw | [6,16,2,25,7,5]
zqqddv | [6,16,3,16,25,4]
mycfbb | [19,24,15,18,23,10]
gpiyus | [13,15,21,11,16,1]
mxamdd | [19,23,13,25,25,12]
tpnwyh | [26,15,26,9,20,16]
ckwjyl | [9,10,9,22,20,20]
qwnkvj | [23,22,26,23,17,18]
lnzvkz | [18,13,12,8,6,8]
bamnfy | [8,26,25,26,1,7]
hdinur | [14,3,21,26,16,26]
zsspeo | [6,18,5,2,26,23]
ueyqas | [1,4,11,3,22,1]
nwwiwr | [20,22,9,21,18,26]
mszcvr | [19,18,12,15,17,26]
xjephn | [4,9,17,2,3,22]
qzccrj | [23,25,15,15,13,18]
cxwpwt | [9,23,9,2,18,2]
mwuquv | [19,22,7,3,16,4]
zozusz | [6,14,12,7,14,8]
bxqvxo | [8,23,3,8,19,23]
gtstbo | [13,19,5,6,23,23]
zqmcea | [6,16,25,15,26,9]
trpehn | [26,17,2,17,3,22]
amopnn | [7,12,1,2,9,22]
hclckv | [14,2,24,15,6,4]
sfneis | [25,5,26,17,4,1]
jvijsg | [16,21,21,22,14,15]
lyslgs | [18,24,5,24,2,1]
euvktc | [11,20,8,23,15,11]
hqeulx | [14,16,17,7,7,6]
etoqkw | [11,19,1,3,6,5]
gwawhd | [13,22,13,9,3,12]
fqsmlo | [12,16,5,25,7,23]
rblttn | [24,1,24,6,15,22]
rphzrf | [24,15,20,12,13,14]
djqwbf | [10,9,3,9,23,14]
ioakgg | [15,14,13,23,2,15]
leeqgf | [18,4,17,3,2,14]
btspyl | [8,19,5,2,20,20]
qojasl | [23,14,22,13,14,20]
iedmnj | [15,4,16,25,9,18]
ngclrr | [20,6,15,24,13,26]
nfnthb | [20,5,26,6,3,10]
wojkpf | [3,14,22,23,11,14]
qbvovd | [23,1,8,1,17,12]
ajlrup | [7,9,24,4,16,24]
kvmhzo | [17,21,25,20,21,23]
rcetao | [24,2,17,6,22,23]
wfwhui | [3,5,9,20,16,17]
gbscio | [13,1,5,15,4,23]
sgvmhn | [25,6,8,25,3,22]
uovbay | [1,14,8,14,22,7]
gwoibp | [13,22,1,21,23,24]
ryxiam | [24,24,10,21,22,21]
gvyuwz | [13,21,11,7,18,8]
dgscyn | [10,6,5,15,20,22]
sfepiq | [25,5,17,2,4,25]
rujznm | [24,20,22,12,9,21]
hgvifn | [14,6,8,21,1,22]
roxmfw | [24,14,10,25,1,5]
qkoesc | [23,10,1,17,14,11]
ofriac | [21,5,4,21,22,11]
bdxitn | [8,3,10,21,15,22]
xomelj | [4,14,25,17,7,18]
xqsswd | [4,16,5,5,18,12]
npdiza | [20,15,16,21,21,9]
uxuxvf | [1,23,7,10,17,14]
azvcie | [7,25,8,15,4,13]
cezlxr | [9,4,12,24,19,26]
ezyngp | [11,25,11,26,2,24]
dxgvjz | [10,23,19,8,5,8]
ymkfzf | [5,12,23,18,21,14]
eohudv | [11,14,20,7,25,4]
mqekdo | [19,16,17,23,25,23]
mhfuwc | [19,7,18,7,18,11]
hhaedb | [14,7,13,17,25,10]
wytpaq | [3,24,6,2,22,25]
tyjzgx | [26,24,22,12,2,6]
kmwdhl | [17,12,9,16,3,20]
lzjjwn | [18,25,22,22,18,22]
inplrr | [15,13,2,24,13,26]
xaakjy | [4,26,13,23,5,7]
jyemct | [16,24,17,25,24,2]
tcfffl | [26,2,18,18,1,20]
bheewg | [8,7,17,17,18,15]
jzrdmu | [16,25,4,16,8,3]
xhxteu | [4,7,10,6,26,3]
tdnccq | [26,3,26,15,24,25]
ubvbtu | [1,1,8,14,15,3]
wgvnmn | [3,6,8,26,8,22]
xbdtcj | [4,1,16,6,24,18]
vamswh | [2,26,25,5,18,16]
glcuoc | [13,11,15,7,10,11]
zpuyhp | [6,15,7,11,3,24]
sbuhvg | [25,1,7,20,17,15]
oehztq | [21,4,20,12,15,25]
mepylu | [19,4,2,11,7,3]
fovjws | [12,14,8,22,18,1]
vpljnf | [2,15,24,22,9,14]
ckchxf | [9,10,15,20,19,14]
ozaspv | [21,25,13,5,11,4]
rwttyk | [24,22,6,6,20,19]
yzilal | [5,25,21,24,22,20]
lfebyl | [18,5,17,14,20,20]
yhnaai | [5,7,26,13,22,17]
bzvluw | [8,25,8,24,16,5]
hntvpf | [14,13,6,8,11,14]
tlhysc | [26,11,20,11,14,11]
twfylx | [26,22,18,11,7,6]
boxune | [8,14,10,7,9,13]
lxrlto | [18,23,4,24,15,23]
jnyfhf | [16,13,11,18,3,14]
kzghaz | [17,25,19,20,22,8]
pswbdn | [22,18,9,14,25,22]
isdldb | [15,18,16,24,25,10]
ivkeiy | [15,21,23,17,4,7]
jlreed | [16,11,4,17,26,12]
wbnmqq | [3,1,26,25,12,25]
lwiaxm | [18,22,21,13,19,21]
dxfslk | [10,23,18,5,7,19]
hlalem | [14,11,13,24,26,21]
yorewt | [5,14,4,17,18,2]
dtomrd | [10,19,1,25,13,12]
rnihit | [24,13,21,20,4,2]
nqcmzy | [20,16,15,25,21,7]
szabyd | [25,25,13,14,20,12]
dbbjnt | [10,1,14,22,9,2]
exifgj | [11,23,21,18,2,18]
cjuhwb | [9,9,7,20,18,10]
widyij | [3,8,16,11,4,18]
hjpzgs | [14,9,2,12,2,1]
zkfcwf | [6,10,18,15,18,14]
rifsqs | [24,8,18,5,12,1]
kqadac | [17,16,13,16,22,11]
hvbece | [14,21,14,17,24,13]
rbrroo | [24,1,4,4,10,23]
ktipgl | [17,19,21,2,2,20]
evoljg | [11,21,1,24,5,15]
vzyvur | [2,25,11,8,16,26]
qhqdig | [23,7,3,16,4,15]
azjvmv | [7,25,22,8,8,4]
cixvgd | [9,8,10,8,2,12]
ulbkex | [1,11,14,23,26,6]
vgitjv | [2,6,21,6,5,4]
mvusay | [19,21,7,5,22,7]
lbkcoy | [18,1,23,15,10,7]
rpgxpv | [24,15,19,10,11,4]
hxmtnk | [14,23,25,6,9,19]
ghigdn | [13,7,21,19,25,22]
pqvvay | [22,16,8,8,22,7]
urizsw | [1,17,21,12,14,5]
lmallv | [18,12,13,24,7,4]
hgskec | [14,6,5,23,26,11]
ogxuxg | [21,6,10,7,19,15]
yudbcl | [5,20,16,14,24,20]
vpyuyo | [2,15,11,7,20,23]
jjyilk | [16,9,11,21,7,19]
uvhypt | [1,21,20,11,11,2]
cietss | [9,8,17,6,14,1]
meprib | [19,4,2,4,4,10]
