---------- Uniform Rotations ----------
input: tanner
name   | rotation
uamhkf | [1,26,25,20,6,14]
bsderg | [8,18,16,17,13,15]
zaixuo | [6,26,21,10,16,23]
kalfmm | [17,26,24,18,8,21]
umqnwo | [1,12,3,26,18,23]
wtjmvh | [3,19,22,25,17,16]
wqpuvv | [3,16,2,7,17,4]
nnwqlq | [20,13,9,3,7,25]
qbrzmi | [23,1,4,12,8,17]
plqdzu | [22,11,3,16,21,3]
ftssmo | [12,19,5,5,8,23]
ttrddu | [26,19,4,16,25,3]
ngbinw | [20,6,14,21,9,5]
vwbdkb | [2,22,14,16,6,10]
iogukr | [15,14,19,7,6,26]
ghainu | [13,7,13,21,9,3]
zyfmsg | [6,24,18,25,14,15]
cunuat | [9,20,26,7,22,2]
ftnyvm | [12,19,26,11,17,21]
jncigz | [16,13,15,21,2,8]
bbewpt | [8,1,17,9,11,2]
fzsoud | [12,25,5,1,16,12]
unwcib | [1,13,9,15,4,10]
couwhk | [9,14,7,9,3,19]
isrvpf | [15,18,4,8,11,14]
uhtfrk | [1,7,6,18,13,19]
dtnzmx | [10,19,26,12,8,6]
qaniqy | [23,26,26,21,12,7]
stkivz | [25,19,23,21,17,8]
mupejb | [19,20,2,17,5,10]
okqjnw | [21,10,3,22,9,5]
rxojcy | [24,23,1,22,24,7]
mhfepn | [19,7,18,17,11,22]
fxjkvw | [12,23,22,23,17,5]
uknzya | [1,10,26,12,20,9]
kpvunt | [17,15,8,7,9,2]
pxdqad | [22,23,16,3,22,12]
kezrmu | [17,4,12,4,8,3]
bcjvgp | [8,2,22,8,2,24]
eqmonj | [11,16,25,1,9,18]
wlwyyz | [3,11,9,11,20,8]
vfsjac | [2,5,5,22,22,11]
gyxqin | [13,24,10,3,4,22]
bozmaf | [8,14,12,25,22,14]
viiezq | [2,8,21,17,21,25]
rdnmgq | [24,3,26,25,2,25]
hccade | [14,2,15,13,25,13]
sgtzec | [25,6,6,12,26,11]
eendwx | [11,4,26,16,18,6]
bhbzkk | [8,7,14,12,6,19]
vprqlb | [2,15,4,3,7,10]
zietma | [6,8,17,6,8,9]
ucrubu | [1,2,4,7,23,3]
fipbtf | [12,8,2,14,15,14]
zhlxpm | [6,7,24,10,11,21]
irywil | [15,17,11,9,4,20]
ncqgca | [20,2,3,19,24,9]
pnoism | [22,13,1,21,14,21]
fvfsqg | [12,21,18,5,12,15]
dgyzvq | [10,6,11,12,17,25]
cdxujv | [9,3,10,7,5,4]
ujmcao | [1,9,25,15,22,23]
wwcsqu | [3,22,15,5,12,3]
zzlyzx | [6,25,24,11,21,6]
ftrevl | [12,19,4,17,17,20]
cvdykb | [9,21,16,11,6,10]
acwfme | [7,2,9,18,8,13]
xckbaj | [4,2,23,14,22,18]
wvueom | [3,21,7,17,10,21]
qjmlka | [23,9,25,24,6,9]
rgeaja | [24,6,17,13,5,9]
rbxtox | [24,1,10,6,10,6]
hlcyxd | [14,11,15,11,19,12]
bwfovb | [8,22,18,1,17,10]
tchdlw | [26,2,20,16,7,5]
ckanxt | [9,10,13,26,19,2]
qwwhxi | [23,22,9,20,19,17]
bxufac | [8,23,7,18,22,11]
htggqp | [14,19,19,19,12,24]
aohxwn | [7,14,20,10,18,22]
budzjd | [8,20,16,12,5,12]
btktst | [8,19,23,6,14,2]
qisoqf | [23,8,5,1,12,14]
spyxda | [25,15,11,10,25,9]
mvesbw | [19,21,17,5,23,5]
yhwxrt | [5,7,9,10,13,2]
laexny | [18,26,17,10,9,7]
mdjfmb | [19,3,22,18,8,10]
xsvwld | [4,18,8,9,7,12]
vsyinx | [2,18,11,21,9,6]
ebfixv | [11,1,18,21,19,4]
somrdk | [25,14,25,4,25,19]
tiuklo | [26,8,7,23,7,23]
fkvqeh | [12,10,8,3,26,16]
jhqlna | [16,7,3,24,9,9]
bbyjkk | [8,1,11,22,6,19]
pkqvkz | [22,10,3,8,6,8]
plhmim | [22,11,20,25,4,21]
loskxv | [18,14,5,23,19,4]
fkkwvq | [12,10,23,9,17,25]
ytcevh | [5,19,15,17,17,16]
vrxbea | [2,17,10,14,26,9]
fcmecv | [12,2,25,17,24,4]
trzief | [26,17,12,21,26,14]
djwvfr | [10,9,9,8,1,26]
syldyn | [25,24,24,16,20,22]
lrgcib | [18,17,19,15,4,10]
nwbtpd | [20,22,14,6,11,12]
tzazmm | [26,25,13,12,8,21]
bhrdgg | [8,7,4,16,2,15]
wfxrtb | [3,5,10,4,15,10]
pnwwas | [22,13,9,9,22,1]
ovwexc | [21,21,9,17,19,11]
ssrtjk | [25,18,4,6,5,19]
cghxty | [9,6,20,10,15,7]
gcsxtc | [13,2,5,10,15,11]
rkysfe | [24,10,11,5,1,13]
usortt | [1,18,1,4,15,2]
mniefm | [19,13,21,17,1,21]
xwcaif | [4,22,15,13,4,14]
qxgnqj | [23,23,19,26,12,18]
bqihgk | [8,16,21,20,2,19]
zjqeph | [6,9,3,17,11,16]
jyxlpk | [16,24,10,24,11,19]
imwllq | [15,12,9,24,7,25]
xcurdk | [4,2,7,4,25,19]
xclzmc | [4,2,24,12,8,11]
jedbte | [16,4,16,14,15,13]
avzjep | [7,21,12,22,26,24]
mvuvhp | [19,21,7,8,3,24]
ipwfhq | [15,15,9,18,3,25]
gikqou | [13,8,23,3,10,3]
sxbepp | [25,23,14,17,11,24]
bsklfu | [8,18,23,24,1,3]
npakah | [20,15,13,23,22,16]
gpuubt | [13,15,7,7,23,2]
pcnhau | [22,2,26,20,22,3]
yobvrg | [5,14,14,8,13,15]
jroucq | [16,17,1,7,24,25]
hdmpkn | [14,3,25,2,6,22]
yswthp | [5,18,9,6,3,24]
nkyijv | [20,10,11,21,5,4]
phakza | [22,7,13,23,21,9]
ssieph | [25,18,21,17,11,16]
gqkgfs | [13,16,23,19,1,1]
vsnjll | [2,18,26,22,7,20]
zhfyyv | [6,7,18,11,20,4]
rwbahq | [24,22,14,13,3,25]
qhfyel | [23,7,18,11,26,20]
othtrx | [21,19,20,6,13,6]
hbwunf | [14,1,9,7,9,14]
oyrcsx | [21,24,4,15,14,6]
irbozn | [15,17,14,1,21,22]
cvinlq | [9,21,21,26,7,25]
aapghw | [7,26,2,19,3,5]
ksokyx | [17,18,1,23,20,6]
zrlisi | [6,17,24,21,14,17]
wqlxnh | [3,16,24,10,9,16]
qyokaj | [23,24,1,23,22,18]
kketfp | [17,10,17,6,1,24]
jpbdou | [16,15,14,16,10,3]
xcprgq | [4,2,2,4,2,25]
gjndzv | [13,9,26,16,21,4]
ozfuja | [21,25,18,7,5,9]
imrayb | [15,12,4,13,20,10]
zsmend | [6,18,25,17,9,12]
zzhtjz | [6,25,20,6,5,8]
uvijot | [1,21,21,22,10,2]
jjtvtv | [16,9,6,8,15,4]
rufjdw | [24,20,18,22,25,5]
aesrzo | [7,4,5,4,21,23]
oufbrn | [21,20,18,14,13,22]
uvcubj | [1,21,15,7,23,18]
brqjen | [8,17,3,22,26,22]
izxwar | [15,25,10,9,22,26]
puluzp | [22,20,24,7,21,24]
yctbdo | [5,2,6,14,25,23]
hwucag | [14,22,7,15,22,15]
tgoybt | [26,6,1,11,23,2]
ddttuk | [10,3,6,6,16,19]
itjibo | [15,19,22,21,23,23]
lwdtwa | [18,22,16,6,18,9]
gpydqp | [13,15,11,16,12,24]
hboloz | [14,1,1,24,10,8]
yrilqv | [5,17,21,24,12,4]
pzefsf | [22,25,17,18,14,14]
fmqfps | [12,12,3,18,11,1]
asxfms | [7,18,10,18,8,1]
fafxwl | [12,26,18,10,18,20]
cgfdcv | [9,6,18,16,24,4]
lssgzi | [18,18,5,19,21,17]
xxkmwx | [4,23,23,25,18,6]
xktzwu | [4,10,6,12,18,3]
hplvft | [14,15,24,8,1,2]
drznnc | [10,17,12,26,9,11]
xvpmvc | [4,21,2,25,17,11]
hardkm | [14,26,4,16,6,21]
qcfvmo | [23,2,18,8,8,23]
jiurpj | [16,8,7,4,11,18]
zbxepf | [6,1,10,17,11,14]
qicize | [23,8,15,21,21,13]
bvwmhc | [8,21,9,25,3,11]
xkvfma | [4,10,8,18,8,9]
qjvfom | [23,9,8,18,10,21]
